userid,condition,choice,ID1,condition1,userid1,movie1,score1,movie2,score2,movie3,score3,movie4,score4,movie5,score5,movie6,score6,movie7,score7,movie8,score8,movie9,score9,movie10,score10,movie11,score11,movie12,score12,movie13,score13,movie14,score14,movie15,score15,movie16,score16,movie17,score17,movie18,score18,movie19,score19,movie20,score20,sat01,sat02,sat03,sat04,sat05,sat06,sat07,div08,div09,div10,div11,div12,div13,att14,att15,att16,att17,dif18,dif19,dif20,dif21,dif22,influ23,ratepos24,exp25,exp26,exp27,nrseen28,seen29,opmerkingen,rating,rec_set,recset,norating,size,Sat_comb,Diff_comb,Attr_comb,Var_comb,Sat_sep,Diff_sep,Attr_sep,Var_sep,freqpos1,freqpos2,freqpos3,freqpos4,freqpos5,freqpos6,freqpos7,freqpos8,freqpos9,freqpos10,freqpos11,freqpos12,freqpos13,freqpos14,freqpos15,freqpos16,freqpos17,freqpos18,freqpos19,freqpos20,durpos1,durpos2,durpos3,durpos4,durpos5,durpos6,durpos7,durpos8,durpos9,durpos10,durpos11,durpos12,durpos13,durpos14,durpos15,durpos16,durpos17,durpos18,durpos19,durpos20,choicepos,gender,age,totfreq,max_as1,max_as2,max_dif1,max_dif2,max_hs1,max_hs2,as,dif,hs,maxtot
61,Lin20_NR,crid://www.tue.nl/1665,623,hideexp20,61,crid://www.tue.nl/169,50,crid://www.tue.nl/181,50,crid://www.tue.nl/810,50,crid://www.tue.nl/1495,50,crid://www.tue.nl/1595,50,crid://www.tue.nl/1980,46,crid://www.tue.nl/2477,44,crid://www.tue.nl/2026,43,crid://www.tue.nl/1382,42,crid://www.tue.nl/1665,41,crid://www.tue.nl/95,40,crid://www.tue.nl/2977,39,crid://www.tue.nl/1854,38,crid://www.tue.nl/294,38,crid://www.tue.nl/539,37,crid://www.tue.nl/3430,37,crid://www.tue.nl/467,36,crid://www.tue.nl/2774,36,crid://www.tue.nl/3427,35,crid://www.tue.nl/3419,35,6,6,6,5,5,1,6,6,6,0,6,6,6,6,0,6,2,3,2,3,1,3,3,6,3,1,1,2,1,NULL,no_rating,Lin20,2,1,20,0.9,0.01,1,1.76,0.73,0.06,0.85,1.69,2,1,0,0,1,0,0,0,1,3,0,0,3,1,1,0,1,1,1,0,10.92,1.21,0,0,1.69,0,0,0,1.23,13.54,0,0,24.19,8.87,1.34,0,1.44,2.3,1.7,0,10, f,55,16,3,1,2,1,4,3,2,1.5,3.5,2.333333333
88,Top20_NR,crid://www.tue.nl/1197,620,hidetop20,88,crid://www.tue.nl/1198,40,crid://www.tue.nl/858,40,crid://www.tue.nl/1196,40,crid://www.tue.nl/2019,40,crid://www.tue.nl/904,39,crid://www.tue.nl/318,39,crid://www.tue.nl/3022,39,crid://www.tue.nl/1214,39,crid://www.tue.nl/3435,39,crid://www.tue.nl/1200,39,crid://www.tue.nl/50,39,crid://www.tue.nl/912,39,crid://www.tue.nl/922,39,crid://www.tue.nl/1178,39,crid://www.tue.nl/3030,39,crid://www.tue.nl/1197,38,crid://www.tue.nl/3338,38,crid://www.tue.nl/953,38,crid://www.tue.nl/1250,38,crid://www.tue.nl/1267,38,6,6,6,6,4,1,6,5,5,2,4,0,3,2,0,1,2,1,2,2,4,3,1,5,6,4,5,10,1,,no_rating,Top20,1,1,20,0.86,-0.33,-1.33,0.37,0.75,0.3,-1.28,0.65,1,0,0,1,1,0,1,0,1,1,2,0,1,1,1,2,1,1,1,1,2.74,0,0,29.2,1.98,0,1.78,0,1.13,1.01,3.92,0,1.7,1.35,5.17,46.85,1.89,1.37,1.27,1.13,16, m,26,17,6,1,6,2,3,6,3.5,4,4.5,4
238,Top20_NR,crid://www.tue.nl/1575,616,hidetop20,238,crid://www.tue.nl/2858,36,crid://www.tue.nl/104,36,crid://www.tue.nl/2706,36,crid://www.tue.nl/1753,35,crid://www.tue.nl/3707,35,crid://www.tue.nl/1383,35,crid://www.tue.nl/216,35,crid://www.tue.nl/3785,35,crid://www.tue.nl/397,35,crid://www.tue.nl/3752,34,crid://www.tue.nl/482,34,crid://www.tue.nl/1923,34,crid://www.tue.nl/1732,34,crid://www.tue.nl/296,34,crid://www.tue.nl/16,34,crid://www.tue.nl/557,34,crid://www.tue.nl/1998,34,crid://www.tue.nl/2851,34,crid://www.tue.nl/50,34,crid://www.tue.nl/1575,34,5,5,5,4,3,3,4,2,3,3,2,2,2,3,4,1,1,4,0,2,2,0,2,5,1,0,0,0,0,,no_rating,Top20,1,1,20,-0.36,0.03,-1.05,-1.2,-0.4,-0.59,-0.89,-1.13,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,3.53,5.17,2.81,4.86,2.09,2.5,5.03,1.81,2.97,1.59,3.22,10.11,9.67,4.77,8.11,2.5,3.42,0,0,20, f,50,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,Top20_NR,crid://www.tue.nl/608,614,hidetop20,166,crid://www.tue.nl/2997,46,crid://www.tue.nl/1361,45,crid://www.tue.nl/3160,45,crid://www.tue.nl/670,44,crid://www.tue.nl/2395,44,crid://www.tue.nl/1230,44,crid://www.tue.nl/3089,44,crid://www.tue.nl/922,44,crid://www.tue.nl/923,44,crid://www.tue.nl/608,43,crid://www.tue.nl/3307,43,crid://www.tue.nl/326,43,crid://www.tue.nl/3134,43,crid://www.tue.nl/1244,43,crid://www.tue.nl/858,43,crid://www.tue.nl/111,43,crid://www.tue.nl/162,43,crid://www.tue.nl/1178,43,crid://www.tue.nl/1288,43,crid://www.tue.nl/1228,43,4,5,4,4,4,4,4,2,4,1,1,2,3,3,4,2,1,4,3,2,4,1,2,5,5,1,5,2,1,"Bijna geen SF keuze. De filmlijst van mijn 10 bekeken films waren niet mijn directe favorieten, misschien krijgt de lijst van aanbevelingen dan een vertekend beeld",no_rating,Top20,1,1,20,-0.7,1.02,-0.8,-1.06,-0.88,0.61,-0.68,-0.9,0,0,1,0,0,0,1,0,1,2,1,1,0,0,0,0,1,0,0,0,0,0,9.84,0,0,0,7.36,0,10.33,21.31,1.33,13.3,0,0,0,0,13.66,0,0,0,10, f,41,8,7,2,2,2,4,6,4.5,2,5,3.833333333
205,Top20,crid://www.tue.nl/2555,612,showtop20,205,crid://www.tue.nl/2555,36,crid://www.tue.nl/1760,36,crid://www.tue.nl/810,36,crid://www.tue.nl/3694,36,crid://www.tue.nl/181,36,crid://www.tue.nl/1924,35,crid://www.tue.nl/66,35,crid://www.tue.nl/1383,35,crid://www.tue.nl/3945,35,crid://www.tue.nl/126,35,crid://www.tue.nl/2828,35,crid://www.tue.nl/3238,35,crid://www.tue.nl/2818,35,crid://www.tue.nl/3822,35,crid://www.tue.nl/2385,35,crid://www.tue.nl/829,35,crid://www.tue.nl/1984,35,crid://www.tue.nl/2153,35,crid://www.tue.nl/546,35,crid://www.tue.nl/1826,35,5,4,6,3,5,1,4,4,4,4,1,1,3,1,3,2,1,2,2,2,2,4,5,5,2,1,1,1,0,,rating,Top20,1,0,20,0.04,-0.02,-1.46,-1.05,-0.06,0.26,-1.34,-0.82,2,2,2,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,4.72,2.88,7.66,1.55,1.22,1.39,2.14,2.09,0,1.89,0,0,0,1.36,0,0,1.33,0,0,2.11,1, m,27,15,5,1,5,2,3,5,3,3.5,4,3.5
26,Top5_NR,crid://www.tue.nl/3484,610,hidetop5,26,crid://www.tue.nl/2335,41,crid://www.tue.nl/104,40,crid://www.tue.nl/3484,40,crid://www.tue.nl/1917,40,crid://www.tue.nl/216,40,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,5,5,5,4,4,4,1,1,1,5,2,2,2,2,4,1,1,5,3,2,5,3,3,5,3,2,2,3,0,NULL,no_rating,Top5,0,1,5,-0.34,1.36,-1.3,-2,-0.5,1.17,-1.11,-1.87,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.58,7.85,6.61,6.62,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, f,43,9,6,5,7,7,4,6,5.5,7,5,5.833333333
58,Top5_NR,crid://www.tue.nl/2858,608,hidetop5,58,crid://www.tue.nl/2959,38,crid://www.tue.nl/3052,36,crid://www.tue.nl/2858,36,crid://www.tue.nl/1243,36,crid://www.tue.nl/1921,36,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,5,5,5,3,3,2,2,4,4,1,5,5,4,5,1,4,4,3,0,2,1,1,4,1,3,3,3,3,1,NULL,no_rating,Top5,0,1,5,-0.44,-0.47,0.51,0.53,-0.6,-0.83,0.62,0.31,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.78,1.78,6.19,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, m,40,4,5,3,3,1,7,6,4,2,6.5,4.166666667
236,Top5_NR,crid://www.tue.nl/1243,605,hidetop5,236,crid://www.tue.nl/1243,41,crid://www.tue.nl/924,41,crid://www.tue.nl/670,41,crid://www.tue.nl/3134,40,crid://www.tue.nl/1260,40,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,5,6,6,5,4,4,4,3,4,1,4,5,4,2,4,1,1,1,1,1,1,1,3,5,1,0,1,0,0,,no_rating,Top5,0,1,5,0.28,-0.99,-1.51,0.04,0.31,-1.06,-1.48,0.33,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.73,5.8,117.16,7.36,32.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1, f,46,8,2,2,6,6,6,5,2,6,5.5,4.5
208,Lin20_NR,crid://www.tue.nl/2321,601,hideexp20,208,crid://www.tue.nl/1243,37,crid://www.tue.nl/2677,37,crid://www.tue.nl/58,37,crid://www.tue.nl/800,36,crid://www.tue.nl/497,36,crid://www.tue.nl/1545,35,crid://www.tue.nl/1719,35,crid://www.tue.nl/2321,34,crid://www.tue.nl/602,34,crid://www.tue.nl/1704,34,crid://www.tue.nl/3311,34,crid://www.tue.nl/1912,34,crid://www.tue.nl/3503,33,crid://www.tue.nl/101,33,crid://www.tue.nl/3905,33,crid://www.tue.nl/2,33,crid://www.tue.nl/1558,33,crid://www.tue.nl/894,33,crid://www.tue.nl/532,33,crid://www.tue.nl/2283,32,5,5,5,4,4,5,5,5,5,2,5,3,2,4,4,2,2,1,1,2,1,0,1,5,5,1,4,4,1,,no_rating,Lin20,2,1,20,-0.43,-0.83,-0.55,0.23,-0.26,-1.02,-0.56,0.43,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,4.25,0,0,2,1.94,0,0,3.81,0,5.34,0,1.92,2.02,1.49,0,2.66,8, f,43,9,6,2,2,3,2,3,4,2.5,2.5,3
245,Top20_NR,crid://www.tue.nl/920,599,hidetop20,245,crid://www.tue.nl/1035,43,crid://www.tue.nl/920,43,crid://www.tue.nl/2996,43,crid://www.tue.nl/1951,42,crid://www.tue.nl/2018,42,crid://www.tue.nl/3545,42,crid://www.tue.nl/1947,42,crid://www.tue.nl/1022,41,crid://www.tue.nl/1959,41,crid://www.tue.nl/3668,41,crid://www.tue.nl/1015,41,crid://www.tue.nl/3844,41,crid://www.tue.nl/1014,41,crid://www.tue.nl/828,41,crid://www.tue.nl/2941,41,crid://www.tue.nl/986,41,crid://www.tue.nl/351,41,crid://www.tue.nl/1028,41,crid://www.tue.nl/938,41,crid://www.tue.nl/2099,41,6,5,5,5,5,0,0,4,4,2,3,3,4,5,0,5,3,4,2,5,4,4,5,6,5,3,4,5,1,,no_rating,Top20,1,1,20,0.51,1.15,0.93,-0.1,0.44,1.44,0.85,-0.31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, f,44,2,2,6,6,4,5,3,4,5,4,4.333333333
201,Top20_NR,crid://www.tue.nl/318,596,hidetop20,201,crid://www.tue.nl/2858,43,crid://www.tue.nl/318,42,crid://www.tue.nl/670,41,crid://www.tue.nl/1193,41,crid://www.tue.nl/50,41,crid://www.tue.nl/3022,41,crid://www.tue.nl/3030,41,crid://www.tue.nl/2019,41,crid://www.tue.nl/326,41,crid://www.tue.nl/1204,41,crid://www.tue.nl/1212,41,crid://www.tue.nl/858,40,crid://www.tue.nl/3307,40,crid://www.tue.nl/1207,40,crid://www.tue.nl/1225,40,crid://www.tue.nl/922,40,crid://www.tue.nl/1178,40,crid://www.tue.nl/1096,40,crid://www.tue.nl/1246,40,crid://www.tue.nl/912,40,6,6,6,6,6,0,6,5,5,1,5,3,4,5,0,4,3,0,0,2,0,3,3,6,4,2,3,4,1,,no_rating,Top20,1,1,20,1.33,-1.59,0.33,0.78,1.39,-1.05,0.42,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, m,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,Lin20_NR,crid://www.tue.nl/2959,595,hideexp20,90,crid://www.tue.nl/2997,49,crid://www.tue.nl/2959,49,crid://www.tue.nl/2858,48,crid://www.tue.nl/296,48,crid://www.tue.nl/1206,47,crid://www.tue.nl/670,41,crid://www.tue.nl/3328,40,crid://www.tue.nl/3421,38,crid://www.tue.nl/53,38,crid://www.tue.nl/1333,37,crid://www.tue.nl/2117,36,crid://www.tue.nl/583,35,crid://www.tue.nl/3726,34,crid://www.tue.nl/3044,34,crid://www.tue.nl/1765,33,crid://www.tue.nl/796,33,crid://www.tue.nl/3458,32,crid://www.tue.nl/1056,32,crid://www.tue.nl/1083,31,crid://www.tue.nl/3187,31,6,5,5,6,6,5,6,5,5,1,4,0,5,5,0,4,3,1,1,3,4,1,5,2,5,4,4,7,1,,no_rating,Lin20,2,1,20,0.63,-0.28,0.68,0.67,0.79,-0.02,0.5,0.66,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.53,0,0,1.35,1.29,1.07,0,1.22,1.19,0,0,0,0,0,0,2.64,0,0,0,0,2, m,23,7,NA,2,1,1,4,4,2,1,4,2.4
144,Lin20,crid://www.tue.nl/3808,594,showexp20,144,crid://www.tue.nl/2571,39,crid://www.tue.nl/1196,39,crid://www.tue.nl/858,39,crid://www.tue.nl/318,39,crid://www.tue.nl/50,39,crid://www.tue.nl/3808,35,crid://www.tue.nl/3052,34,crid://www.tue.nl/3624,33,crid://www.tue.nl/2510,33,crid://www.tue.nl/1110,32,crid://www.tue.nl/1282,32,crid://www.tue.nl/3870,32,crid://www.tue.nl/1631,31,crid://www.tue.nl/262,31,crid://www.tue.nl/1115,31,crid://www.tue.nl/501,30,crid://www.tue.nl/3371,30,crid://www.tue.nl/198,29,crid://www.tue.nl/2039,29,crid://www.tue.nl/2770,29,5,3,5,3,3,1,6,6,4,1,5,2,5,4,1,3,2,4,1,4,2,1,6,1,5,5,5,5,0,,rating,Lin20,2,0,20,-0.62,0.69,0.03,1.07,-0.64,0.36,-0.25,1.01,1,2,0,1,0,2,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1.34,2.99,0,1.17,0,25.21,2.93,0,4.05,1.26,1.45,0,0,0,0,1.31,1.5,1.42,0,0,6, f,24,13,4,NA,2,4,2,4,4,3,3,3.2
115,Top5,crid://www.tue.nl/858,593,showtop5,115,crid://www.tue.nl/318,35,crid://www.tue.nl/50,35,crid://www.tue.nl/858,34,crid://www.tue.nl/2019,34,crid://www.tue.nl/2329,34,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,4,3,4,4,4,5,5,3,5,4,4,5,3,1,4,4,1,0,2,1,1,2,1,3,5,3,2,1,1,,rating,Top5,0,0,5,-1.14,-0.69,-0.88,-0.48,-0.79,-0.57,-1.28,-0.15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3, m,25,2,5,1,3,2,5,6,3,2.5,5.5,3.666666667
171,Top20_NR,crid://www.tue.nl/3949,586,hidetop20,171,crid://www.tue.nl/3134,38,crid://www.tue.nl/1199,37,crid://www.tue.nl/924,37,crid://www.tue.nl/1354,37,crid://www.tue.nl/2997,37,crid://www.tue.nl/2908,37,crid://www.tue.nl/2360,37,crid://www.tue.nl/3160,37,crid://www.tue.nl/2427,37,crid://www.tue.nl/1217,37,crid://www.tue.nl/2303,37,crid://www.tue.nl/3822,37,crid://www.tue.nl/1248,37,crid://www.tue.nl/1212,37,crid://www.tue.nl/2132,37,crid://www.tue.nl/2731,37,crid://www.tue.nl/1260,37,crid://www.tue.nl/1206,37,crid://www.tue.nl/3949,37,crid://www.tue.nl/923,37,5,5,5,5,4,3,5,5,5,2,4,4,4,4,1,4,3,1,1,2,4,2,4,5,6,5,5,5,1,,no_rating,Top20,1,1,20,-0.08,-0.32,0.25,0.41,0.01,0,0.14,0.39,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.61,0,0,0,0,0,0,0,0,0,2.97,0,19, f,21,3,5,3,1,2,3,4,4,1.5,3.5,3
225,Top5,crid://www.tue.nl/923,578,showtop5,225,crid://www.tue.nl/670,36,crid://www.tue.nl/2203,36,crid://www.tue.nl/3435,36,crid://www.tue.nl/923,35,crid://www.tue.nl/3022,35,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,0,3,5,3,3,5,0,0,0,2,0,0,0,0,6,0,0,6,3,5,5,5,1,5,5,5,5,0,0,de films waren te gedateerd.,rating,Top5,0,0,5,-1.78,2.69,-1.99,-2.81,-1.79,2.72,-1.98,-2.65,1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81,7.91,1.84,2.18,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, m,30,8,6,4,6,1,3,6,5,3.5,4.5,4.333333333
216,Top20,crid://www.tue.nl/2997,577,showtop20,216,crid://www.tue.nl/2959,38,crid://www.tue.nl/2997,37,crid://www.tue.nl/2858,37,crid://www.tue.nl/1199,37,crid://www.tue.nl/670,37,crid://www.tue.nl/2692,37,crid://www.tue.nl/1243,37,crid://www.tue.nl/50,37,crid://www.tue.nl/541,37,crid://www.tue.nl/923,36,crid://www.tue.nl/2019,36,crid://www.tue.nl/1212,36,crid://www.tue.nl/1217,36,crid://www.tue.nl/3338,36,crid://www.tue.nl/3089,36,crid://www.tue.nl/3949,36,crid://www.tue.nl/1248,36,crid://www.tue.nl/1284,36,crid://www.tue.nl/3435,36,crid://www.tue.nl/1267,36,6,1,6,5,4,1,6,5,5,1,5,2,6,5,0,5,2,2,1,3,4,4,6,2,6,4,5,10,0,"hoeveel films ik al gezien heb uit de lijst van aanbevelingen is een gok (10), ik weet het (uiteraard) niet precies.",rating,Top20,1,0,20,0.23,0.64,0.92,1.31,0.45,1.06,0.45,1.09,2,0,2,1,0,1,1,1,0,1,1,0,0,0,0,1,0,2,1,0,3.99,0,6.08,1.33,0,3.79,3.49,1.49,0,2.25,1.12,0,0,0,0,2.28,0,3.26,1.36,0,2, m,25,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,Top20_NR,crid://www.tue.nl/1206,571,hidetop20,83,crid://www.tue.nl/858,48,crid://www.tue.nl/2019,47,crid://www.tue.nl/541,46,crid://www.tue.nl/923,46,crid://www.tue.nl/1212,46,crid://www.tue.nl/1208,46,crid://www.tue.nl/922,46,crid://www.tue.nl/670,46,crid://www.tue.nl/3435,45,crid://www.tue.nl/1252,45,crid://www.tue.nl/904,45,crid://www.tue.nl/1178,45,crid://www.tue.nl/1206,45,crid://www.tue.nl/1267,45,crid://www.tue.nl/1221,45,crid://www.tue.nl/3089,45,crid://www.tue.nl/3338,44,crid://www.tue.nl/50,44,crid://www.tue.nl/3307,44,crid://www.tue.nl/1260,44,4,4,5,3,3,3,6,5,6,0,6,1,5,4,0,4,2,3,1,5,1,3,4,3,1,0,0,weet ik niet... stuk of 5 denk ik?,0,"Tussen de films die in het begin getoond werden, zat vrijwel niets wat me aansprak, en 99% kende ik niet",no_rating,Top20,1,1,20,-0.8,0.32,0.23,1.62,-0.8,0.42,-0.23,1.62,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3.72,12.89,4.4,12.45,3.38,1.4,5.78,1.74,1.41,1.2,1.75,1.11,13.02,0,0,0,0,0,0,0,13, f,26,14,7,7,7,1,1,1,7,4,1,4
46,Top5,crid://www.tue.nl/1196,563,showtop5,46,crid://www.tue.nl/1036,41,crid://www.tue.nl/1196,40,crid://www.tue.nl/1198,40,crid://www.tue.nl/1270,39,crid://www.tue.nl/589,39,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,6,5,5,5,5,1,6,4,3,3,2,1,4,6,0,5,5,5,2,3,1,3,4,6,6,5,5,4,1,NULL,rating,Top5,0,0,5,0.69,0.52,1.21,-0.79,0.42,0.39,1.65,-1.06,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,3.04,3.35,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2, m,21,4,5,2,5,1,6,7,3.5,3,6.5,4.333333333
117,Lin20_NR,crid://www.tue.nl/3147,550,hideexp20,117,crid://www.tue.nl/3753,41,crid://www.tue.nl/3147,39,crid://www.tue.nl/3578,39,crid://www.tue.nl/2762,39,crid://www.tue.nl/2028,39,crid://www.tue.nl/3156,36,crid://www.tue.nl/1797,35,crid://www.tue.nl/908,35,crid://www.tue.nl/2183,34,crid://www.tue.nl/3936,34,crid://www.tue.nl/2316,34,crid://www.tue.nl/1042,34,crid://www.tue.nl/16,33,crid://www.tue.nl/670,33,crid://www.tue.nl/830,33,crid://www.tue.nl/320,33,crid://www.tue.nl/2299,33,crid://www.tue.nl/345,33,crid://www.tue.nl/2791,33,crid://www.tue.nl/2444,33,5,5,5,4,5,5,5,4,3,2,2,1,4,5,0,5,5,4,2,3,3,2,5,4,4,1,4,7,1,,no_rating,Lin20,2,1,20,0.05,0.62,1.03,-0.69,-0.2,0.45,1.31,-0.93,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1.14,0,1.85,2.1,0,0,0,2.17,1.01,1.1,1.32,1.1,0,1.58,1.1,0,1.23,1.88,1.37,1.02,2, m,21,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,Lin20_NR,crid://www.tue.nl/2402,549,hideexp20,241,crid://www.tue.nl/1977,40,crid://www.tue.nl/1975,40,crid://www.tue.nl/19,40,crid://www.tue.nl/2122,39,crid://www.tue.nl/2402,39,crid://www.tue.nl/1862,37,crid://www.tue.nl/1037,37,crid://www.tue.nl/1744,36,crid://www.tue.nl/165,36,crid://www.tue.nl/2269,36,crid://www.tue.nl/3945,36,crid://www.tue.nl/38,36,crid://www.tue.nl/2720,35,crid://www.tue.nl/3319,35,crid://www.tue.nl/2740,35,crid://www.tue.nl/691,35,crid://www.tue.nl/1821,35,crid://www.tue.nl/1061,35,crid://www.tue.nl/2077,34,crid://www.tue.nl/187,34,5,4,5,5,4,3,6,5,5,1,4,1,5,3,4,4,2,1,0,2,1,1,4,5,3,1,3,1,0,Aanbevelingen zouden per filmgenre kunnen worden gepresenteerd. Als iemand bijvoorbeeld een drama + comedy wil zien kan het aanbod op een combinatie hiervan worden gericht.,no_rating,Lin20,2,1,20,-0.22,-0.76,-0.16,0.56,0.12,-0.85,-0.45,0.63,1,1,1,1,2,2,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1.79,1.44,6.22,1.8,12.22,13.12,0,0,3.76,0,5.74,0,1.22,0,0,0,0,0,0,0,5, m,21,12,6,2,5,2,1,5,4,3.5,3,3.5
215,Top20_NR,crid://www.tue.nl/296,543,hidetop20,215,crid://www.tue.nl/2858,43,crid://www.tue.nl/2959,42,crid://www.tue.nl/1921,41,crid://www.tue.nl/1208,40,crid://www.tue.nl/1206,39,crid://www.tue.nl/288,39,crid://www.tue.nl/3160,38,crid://www.tue.nl/50,38,crid://www.tue.nl/1222,38,crid://www.tue.nl/2318,38,crid://www.tue.nl/1213,38,crid://www.tue.nl/2329,38,crid://www.tue.nl/2360,38,crid://www.tue.nl/1161,38,crid://www.tue.nl/296,38,crid://www.tue.nl/1243,38,crid://www.tue.nl/53,38,crid://www.tue.nl/858,38,crid://www.tue.nl/1274,38,crid://www.tue.nl/670,38,5,3,5,6,6,1,6,2,2,5,3,0,4,6,0,6,5,1,1,5,5,4,5,3,5,4,5,10,1,,no_rating,Top20,1,1,20,0.32,0.55,1.98,-1.08,0.76,1.41,1.83,-1.57,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,15.23,0,0,2.33,0,0,0,1.86,0,0,0,2.76,0,0,0,0,0,15, f,21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,Top5,crid://www.tue.nl/1882,535,showtop5,145,crid://www.tue.nl/3225,35,crid://www.tue.nl/2555,35,crid://www.tue.nl/2974,35,crid://www.tue.nl/1882,35,crid://www.tue.nl/1383,35,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,5,6,6,4,5,3,5,5,4,2,5,4,4,4,0,4,3,2,1,2,1,1,4,5,6,5,5,3,1,,rating,Top5,0,0,5,0.44,-0.7,0.04,0.48,0.27,-0.79,0.14,0.49,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.29,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, m,22,3,5,6,5,6,5,6,5.5,5.5,5.5,5.5
149,Top5_NR,crid://www.tue.nl/2997,530,hidetop5,149,crid://www.tue.nl/2858,43,crid://www.tue.nl/858,42,crid://www.tue.nl/608,42,crid://www.tue.nl/2997,42,crid://www.tue.nl/1208,42,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,6,3,6,5,5,0,6,4,3,2,4,3,5,6,0,6,6,3,2,4,0,4,3,5,5,4,4,4,1,,no_rating,Top5,0,1,5,0.77,0.3,1.66,0,0.76,0.56,1.84,-0.41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4, m,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
